"dep","sexe","jour","hosp","rea","HospConv","SSR_USLD","autres","rad","dc"
"71","0","2021-06-02","102","13","49","35","5","4626","1101"
"71","1","2021-06-02","49","11","19","17","2","2124","587"
"71","2","2021-06-02","51","2","29","17","3","2464","506"
"72","0","2021-06-02","123","9","65","48","1","2879","594"
"72","1","2021-06-02","59","8","31","19","1","1352","342"
"72","2","2021-06-02","64","1","34","29","0","1525","252"
"73","0","2021-06-02","73","10","50","12","1","2842","694"
"73","1","2021-06-02","45","7","28","9","1","1415","401"
"73","2","2021-06-02","27","3","21","3","0","1412","291"
"74","0","2021-06-02","117","15","65","37","0","4870","1014"
"74","1","2021-06-02","56","10","30","16","0","2536","604"
"74","2","2021-06-02","59","5","34","20","0","2311","407"
"75","0","2021-06-02","834","234","358","236","6","19966","4462"
"75","1","2021-06-02","468","159","215","91","3","10759","2746"
"75","2","2021-06-02","360","73","142","142","3","9074","1700"
"76","0","2021-06-02","495","73","250","172","0","6263","1512"
"76","1","2021-06-02","239","48","116","75","0","3028","838"
"76","2","2021-06-02","250","24","133","93","0","3194","665"
"77","0","2021-06-02","308","86","111","108","3","8862","2014"
"77","1","2021-06-02","166","49","61","54","2","4594","1148"
"77","2","2021-06-02","142","37","50","54","1","4211","855"
"78","0","2021-06-02","288","63","100","118","7","8249","1811"
"78","1","2021-06-02","153","42","59","47","5","4182","1068"
"78","2","2021-06-02","134","20","41","71","2","4038","741"
"79","0","2021-06-02","20","3","12","5","0","1101","253"
"79","1","2021-06-02","11","1","8","2","0","509","144"
"79","2","2021-06-02","9","2","4","3","0","584","108"
"80","0","2021-06-02","245","43","134","66","2","3047","923"
"80","1","2021-06-02","108","26","60","20","2","1509","522"
"80","2","2021-06-02","133","17","71","45","0","1465","386"
"81","0","2021-06-02","44","11","8","25","0","1380","376"
"81","1","2021-06-02","21","8","5","8","0","696","224"
"81","2","2021-06-02","23","3","3","17","0","679","151"
"82","0","2021-06-02","33","12","8","13","0","880","219"
"82","1","2021-06-02","16","8","4","4","0","463","113"
"82","2","2021-06-02","17","4","4","9","0","403","98"
"83","0","2021-06-02","201","41","54","105","1","5991","1466"
"83","1","2021-06-02","98","29","21","47","1","3022","860"
"83","2","2021-06-02","102","12","33","57","0","2891","592"
"84","0","2021-06-02","159","12","61","84","2","3937","885"
"84","1","2021-06-02","75","7","32","36","0","1925","519"
"84","2","2021-06-02","83","5","29","47","2","1965","352"
"85","0","2021-06-02","53","10","26","17","0","1595","286"
"85","1","2021-06-02","28","8","11","9","0","807","180"
"85","2","2021-06-02","25","2","15","8","0","788","106"
"86","0","2021-06-02","29","2","13","14","0","1311","267"
"86","1","2021-06-02","14","1","6","7","0","684","145"
"86","2","2021-06-02","15","1","7","7","0","615","119"
"87","0","2021-06-02","76","9","35","32","0","1175","324"
"87","1","2021-06-02","39","7","17","15","0","558","186"
"87","2","2021-06-02","37","2","18","17","0","612","137"
"88","0","2021-06-02","97","8","28","61","0","2816","851"
"88","1","2021-06-02","48","5","15","28","0","1335","466"
"88","2","2021-06-02","48","3","12","33","0","1471","383"
"89","0","2021-06-02","135","17","31","87","0","2184","570"
"89","1","2021-06-02","68","12","17","39","0","1071","319"
"89","2","2021-06-02","63","5","14","44","0","1094","246"
"90","0","2021-06-02","64","12","41","11","0","2116","593"
"90","1","2021-06-02","33","8","22","3","0","1049","348"
"90","2","2021-06-02","31","4","19","8","0","1067","245"
"91","0","2021-06-02","507","97","140","264","6","9284","1846"
"91","1","2021-06-02","240","57","68","113","2","4571","999"
"91","2","2021-06-02","262","39","71","148","4","4421","806"
"92","0","2021-06-02","673","121","199","333","20","14368","2693"
"92","1","2021-06-02","335","85","109","136","5","7554","1579"
"92","2","2021-06-02","325","34","89","191","11","6717","1101"
"93","0","2021-06-02","616","92","261","247","16","13130","2443"
"93","1","2021-06-02","306","49","133","115","9","6978","1449"
"93","2","2021-06-02","298","42","119","130","7","6005","970"
"94","0","2021-06-02","402","70","209","117","6","13593","2954"
"94","1","2021-06-02","203","46","103","51","3","6882","1680"
"94","2","2021-06-02","190","23","101","63","3","6601","1249"
"95","0","2021-06-02","396","42","123","223","8","9059","2002"
"95","1","2021-06-02","189","32","68","84","5","4773","1196"
"95","2","2021-06-02","203","10","53","137","3","4211","795"
"01","0","2021-06-03","118","13","56","48","1","2813","618"
"01","1","2021-06-03","58","7","29","22","0","1398","363"
"01","2","2021-06-03","60","6","27","26","1","1391","252"
"02","0","2021-06-03","149","26","78","44","1","4180","1097"
"02","1","2021-06-03","80","18","36","26","0","2012","603"
"02","2","2021-06-03","67","8","41","18","0","2147","486"
"03","0","2021-06-03","44","8","32","4","0","2090","583"
"03","1","2021-06-03","23","4","18","1","0","969","331"
"03","2","2021-06-03","20","4","13","3","0","1100","242"
"04","0","2021-06-03","97","5","27","65","0","1113","249"
"04","1","2021-06-03","44","2","14","28","0","535","149"
"04","2","2021-06-03","53","3","13","37","0","547","93"
"05","0","2021-06-03","15","6","5","3","1","1248","253"
"05","1","2021-06-03","7","3","3","1","0","623","155"
"05","2","2021-06-03","7","3","2","1","1","617","96"
"06","0","2021-06-03","204","29","63","110","2","6477","1521"
"06","1","2021-06-03","99","22","31","45","1","3241","881"
"06","2","2021-06-03","104","7","31","65","1","3147","624"
"07","0","2021-06-03","44","5","33","6","0","2018","496"
"07","1","2021-06-03","33","3","26","4","0","922","293"
"07","2","2021-06-03","11","2","7","2","0","1060","200"
"08","0","2021-06-03","43","7","17","17","2","1147","369"
"08","1","2021-06-03","26","6","11","8","1","584","215"
"08","2","2021-06-03","17","1","6","9","1","552","153"
"09","0","2021-06-03","28","5","14","9","0","406","79"
"09","1","2021-06-03","13","3","6","4","0","189","48"
"09","2","2021-06-03","15","2","8","5","0","214","31"
"10","0","2021-06-03","50","9","24","17","0","1926","432"
"10","1","2021-06-03","28","5","11","12","0","996","262"
"10","2","2021-06-03","22","4","13","5","0","919","167"
"11","0","2021-06-03","68","8","24","35","1","1178","364"
"11","1","2021-06-03","31","6","12","13","0","600","208"
"11","2","2021-06-03","30","2","12","15","1","572","145"
"12","0","2021-06-03","49","4","11","34","0","1007","229"
"12","1","2021-06-03","24","1","6","17","0","513","130"
"12","2","2021-06-03","24","2","5","17","0","478","98"
"13","0","2021-06-03","723","142","220","352","9","20873","3572"
"13","1","2021-06-03","389","99","110","176","4","10720","2105"
"13","2","2021-06-03","325","43","108","170","4","10023","1443"
"14","0","2021-06-03","163","26","72","64","1","2530","592"
"14","1","2021-06-03","78","15","29","34","0","1222","331"
"14","2","2021-06-03","83","11","42","30","0","1294","257"
"15","0","2021-06-03","14","2","11","1","0","570","134"
"15","1","2021-06-03","7","2","5","0","0","277","76"
"15","2","2021-06-03","7","0","6","1","0","290","55"
"16","0","2021-06-03","25","4","8","13","0","637","159"
"16","1","2021-06-03","12","3","4","5","0","337","97"
"16","2","2021-06-03","13","1","4","8","0","292","62"
"17","0","2021-06-03","50","7","24","19","0","1146","323"
"17","1","2021-06-03","25","4","9","12","0","608","203"
"17","2","2021-06-03","25","3","15","7","0","535","120"
"18","0","2021-06-03","42","3","19","20","0","1539","507"
"18","1","2021-06-03","23","2","11","10","0","708","270"
"18","2","2021-06-03","19","1","8","10","0","827","236"
"19","0","2021-06-03","10","3","7","0","0","904","217"
"19","1","2021-06-03","7","3","4","0","0","439","124"
"19","2","2021-06-03","3","0","3","0","0","458","92"
"21","0","2021-06-03","144","26","62","56","0","3695","926"
"21","1","2021-06-03","72","16","30","26","0","1866","540"
"21","2","2021-06-03","72","10","32","30","0","1802","379"
"22","0","2021-06-03","36","4","15","13","4","1229","246"
"22","1","2021-06-03","15","2","5","6","2","582","140"
"22","2","2021-06-03","20","2","10","6","2","643","105"
"23","0","2021-06-03","27","8","10","9","0","576","97"
"23","1","2021-06-03","14","4","6","4","0","289","55"
"23","2","2021-06-03","13","4","4","5","0","285","41"
"24","0","2021-06-03","102","8","33","61","0","835","218"
"24","1","2021-06-03","51","5","16","30","0","401","123"
"24","2","2021-06-03","51","3","17","31","0","434","95"
"25","0","2021-06-03","64","21","27","16","0","2374","513"
"25","1","2021-06-03","27","11","10","6","0","1240","305"
"25","2","2021-06-03","37","10","17","10","0","1129","207"
"26","0","2021-06-03","95","19","44","32","0","2876","769"
"26","1","2021-06-03","55","14","26","15","0","1458","431"
"26","2","2021-06-03","39","5","17","17","0","1377","321"
"27","0","2021-06-03","148","12","33","103","0","1865","483"
"27","1","2021-06-03","59","7","16","36","0","922","272"
"27","2","2021-06-03","89","5","17","67","0","925","206"
"28","0","2021-06-03","82","19","29","34","0","2785","505"
"28","1","2021-06-03","48","13","18","17","0","1410","274"
"28","2","2021-06-03","34","6","11","17","0","1355","229"
"29","0","2021-06-03","74","10","33","29","2","1072","259"
"29","1","2021-06-03","45","8","20","15","2","549","167"
"29","2","2021-06-03","28","2","12","14","0","513","90"
"2A","0","2021-06-03","29","5","4","16","4","490","117"
"2A","1","2021-06-03","19","5","3","8","3","239","64"
"2A","2","2021-06-03","10","0","1","8","1","250","53"
"2B","0","2021-06-03","7","0","3","3","1","447","88"
"2B","1","2021-06-03","6","0","3","2","1","245","56"
"2B","2","2021-06-03","1","0","0","1","0","200","32"
"30","0","2021-06-03","136","27","38","69","2","2902","636"
"30","1","2021-06-03","64","18","16","29","1","1506","371"
"30","2","2021-06-03","72","9","22","40","1","1379","265"
"31","0","2021-06-03","166","33","68","62","3","5152","802"
"31","1","2021-06-03","94","23","40","31","0","2700","490"
"31","2","2021-06-03","69","10","27","29","3","2422","307"
"32","0","2021-06-03","6","2","3","1","0","452","98"
"32","1","2021-06-03","5","2","2","1","0","218","55"
"32","2","2021-06-03","1","0","1","0","0","233","43"
"33","0","2021-06-03","256","59","146","46","5","5236","1040"
"33","1","2021-06-03","134","41","67","23","3","2695","582"
"33","2","2021-06-03","120","18","77","23","2","2520","455"
"34","0","2021-06-03","157","38","73","45","1","4578","974"
"34","1","2021-06-03","84","27","38","19","0","2456","571"
"34","2","2021-06-03","73","11","35","26","1","2107","400"
"35","0","2021-06-03","238","23","121","88","6","3438","701"
"35","1","2021-06-03","114","14","62","36","2","1728","388"
"35","2","2021-06-03","124","9","59","52","4","1683","310"
"36","0","2021-06-03","48","4","23","21","0","1006","261"
"36","1","2021-06-03","25","3","12","10","0","504","138"
"36","2","2021-06-03","22","0","11","11","0","491","120"
"37","0","2021-06-03","103","17","27","58","1","2132","491"
"37","1","2021-06-03","60","15","17","27","1","1088","302"
"37","2","2021-06-03","43","2","10","31","0","1040","188"
"38","0","2021-06-03","289","33","110","140","6","7491","1751"
"38","1","2021-06-03","150","23","54","71","2","3650","1010"
"38","2","2021-06-03","139","10","56","69","4","3805","732"
"39","0","2021-06-03","40","3","28","7","2","1951","481"
"39","1","2021-06-03","19","3","11","4","1","887","249"
"39","2","2021-06-03","20","0","16","3","1","1048","229"
"40","0","2021-06-03","32","5","20","7","0","863","239"
"40","1","2021-06-03","20","3","16","1","0","440","124"
"40","2","2021-06-03","12","2","4","6","0","421","112"
"41","0","2021-06-03","63","6","17","40","0","1591","328"
"41","1","2021-06-03","34","4","10","20","0","806","198"
"41","2","2021-06-03","29","2","7","20","0","780","130"
"42","0","2021-06-03","321","49","192","80","0","5630","1345"
"42","1","2021-06-03","177","35","105","37","0","2801","782"
"42","2","2021-06-03","144","14","87","43","0","2787","553"
"43","0","2021-06-03","50","3","29","17","1","1262","253"
"43","1","2021-06-03","22","2","12","8","0","619","142"
"43","2","2021-06-03","28","1","17","9","1","623","109"
"44","0","2021-06-03","116","24","50","41","1","3851","832"
"44","1","2021-06-03","64","17","29","17","1","1928","466"
"44","2","2021-06-03","52","7","21","24","0","1922","366"
"45","0","2021-06-03","173","34","55","78","6","3009","640"
"45","1","2021-06-03","96","25","28","40","3","1523","387"
"45","2","2021-06-03","76","9","27","37","3","1472","250"
"46","0","2021-06-03","9","2","4","3","0","397","99"
"46","1","2021-06-03","7","2","3","2","0","193","60"
"46","2","2021-06-03","2","0","1","1","0","203","39"
"47","0","2021-06-03","30","5","19","6","0","831","181"
"47","1","2021-06-03","19","4","11","4","0","413","109"
"47","2","2021-06-03","11","1","8","2","0","397","68"
"48","0","2021-06-03","6","1","4","1","0","440","118"
"48","1","2021-06-03","1","0","1","0","0","237","70"
"48","2","2021-06-03","5","1","3","1","0","198","48"
"49","0","2021-06-03","99","26","47","26","0","3292","704"
"49","1","2021-06-03","67","22","30","15","0","1604","435"
"49","2","2021-06-03","32","4","17","11","0","1688","269"
"50","0","2021-06-03","116","19","43","54","0","1447","368"
"50","1","2021-06-03","67","15","21","31","0","726","204"
"50","2","2021-06-03","47","4","21","22","0","708","159"
"51","0","2021-06-03","165","23","86","56","0","3504","899"
"51","1","2021-06-03","81","15","42","24","0","1753","501"
"51","2","2021-06-03","76","7","38","31","0","1710","388"
"52","0","2021-06-03","38","3","19","16","0","1341","368"
"52","1","2021-06-03","17","1","12","4","0","641","187"
"52","2","2021-06-03","21","2","7","12","0","689","176"
"53","0","2021-06-03","39","5","21","13","0","1241","272"
"53","1","2021-06-03","21","4","11","6","0","603","151"
"53","2","2021-06-03","18","1","10","7","0","638","121"
"54","0","2021-06-03","181","43","92","44","2","4600","1206"
"54","1","2021-06-03","88","29","40","19","0","2277","692"
"54","2","2021-06-03","92","14","51","25","2","2294","507"
"55","0","2021-06-03","17","5","7","5","0","1387","380"
"55","1","2021-06-03","8","2","6","0","0","682","214"
"55","2","2021-06-03","9","3","1","5","0","702","166"
"56","0","2021-06-03","123","11","54","27","31","2008","421"
"56","1","2021-06-03","66","8","30","11","17","1017","243"
"56","2","2021-06-03","57","3","24","16","14","978","176"
"57","0","2021-06-03","188","35","90","56","7","7466","2392"
"57","1","2021-06-03","93","23","39","29","2","3755","1338"
"57","2","2021-06-03","94","12","50","27","5","3667","1035"
"58","0","2021-06-03","78","5","29","44","0","1043","325"
"58","1","2021-06-03","39","3","17","19","0","491","182"
"58","2","2021-06-03","39","2","12","25","0","536","140"
"59","0","2021-06-03","811","190","393","221","7","16645","3790"
"59","1","2021-06-03","371","111","175","81","4","8284","2077"
"59","2","2021-06-03","434","77","216","138","3","8212","1690"
"60","0","2021-06-03","342","37","129","175","1","4922","1362"
"60","1","2021-06-03","174","26","64","84","0","2445","754"
"60","2","2021-06-03","162","10","64","87","1","2443","596"
"61","0","2021-06-03","65","10","25","30","0","1658","352"
"61","1","2021-06-03","29","8","12","9","0","770","197"
"61","2","2021-06-03","36","2","13","21","0","870","151"
"62","0","2021-06-03","471","73","247","148","3","8029","1924"
"62","1","2021-06-03","228","49","121","56","2","3861","1013"
"62","2","2021-06-03","238","24","122","91","1","4076","891"
"63","0","2021-06-03","132","10","58","53","11","2689","740"
"63","1","2021-06-03","63","4","33","21","5","1265","405"
"63","2","2021-06-03","66","6","25","32","3","1400","331"
"64","0","2021-06-03","92","9","43","40","0","1975","475"
"64","1","2021-06-03","51","7","21","23","0","994","261"
"64","2","2021-06-03","39","2","20","17","0","971","212"
"65","0","2021-06-03","20","8","10","2","0","964","203"
"65","1","2021-06-03","8","4","3","1","0","471","102"
"65","2","2021-06-03","12","4","7","1","0","488","101"
